"OrderNumber","InventoryStatus","PaymentStatus","Vendor","ContactName","Phone","Email","VendorAddress1","VendorAddress2","VendorCity","VendorState","VendorCountry","VendorPostalCode","VendorAddressRemarks","ShipToCompanyName","ShipToAddress1","ShipToAddress2","ShipToCity","ShipToState","ShipToCountry","ShipToPostalCode","ShipToAddressRemarks","CurrencyCode","ExchangeRate","NonVendorCost","OrderDate","OrderRemarks","Freight","DueDate","DatePaid","AmountPaid","RequestedShipDate","VendorOrderNumber","Location","PaymentTerms","PaymentMethod","TaxingScheme","Tax1Rate","Tax2Rate","CalculateTax2OnTax1","Tax1Name","Tax2Name","Tax1OnShipping","Tax2OnShipping","ProductName","ProductSKU","ProductDescription","ProductQuantity","ProductQuantityUoM","ProductUnitPrice","ProductDiscount","VendorProductCode","ProductSubtotal","ProductSerials","SpecialTaxRate","ApproverTeamMember","AssignedToTeamMember","IsQuote","IsCancelled"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-6A","FS10-6A","","40.0000","","4.65000","0 %","","186.00000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-4D","FS10-4D","","20.0000","","4.65000","0 %","","93.00000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-5D","FS10-5D","","40.0000","","4.65000","0 %","","186.00000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-6D","FS10-6D","","60.0000","","4.65000","0 %","","279.00000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-7D","FS10-7D","","200.0000","","4.65000","0 %","","930.00000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-CA","FS10-CA","","40.0000","","4.65000","0 %","","186.00000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-CD","FS10-CD","","20.0000","","4.65000","0 %","","93.00000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-NL","FS10-NL","","80.0000","","4.65000","0 %","","372.00000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Your chosen moon phase - FS10-PL","FS10-PL","","50.0000","","4.65000","0 %","","232.50000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Mini Usambara three drop silver pendant","MP10-009-SP","","30.0000","","15.87000","0 %","","476.10000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Mini Ituri two drop yellow gold pendant","MP10-004-GP","","20.0000","","37.88000","0 %","","757.60000","","Taxable","","","False","False"
"Emergency stock July 2025","Started","Unpaid","Moonglow US","Moonglow LLC","","riaz@moonglow.com","5183 NW 74th Ave ","","Miami","FL","US","33166 ","","","Shop 1B","1794 David Low Way","Coolum Beach","QLD","Australia","4573","","USD","0.6514300000","$0.00","7/29/2025 3:55:38 AM +00:00","received 40 (20 were 7D in error) FS10-6D / FS10-7D extra 120 received. 10 extra 2r Gold, 40 Mini Ituri Silver, 20 extra Mini Usambara Silver. extra 20 NL FS10. ALL ADDED TO PO.","0.00000","","","0.00000","","","Moonglow HQ","","","Non-Taxable","0.00000","0.00000","False","Non-Taxable","","False","False","Mini Ituri two drop silver pendant","MP10-004-SP","","40.0000","","10.58000","0 %","","423.20000","","Taxable","","","False","False"
